計劃編號,計劃名稱,True Label,Predict Label,Predict Probability,First 5 Label,First 5 Probability
CP10801-0012,台灣光子源光束線實驗設施建置計畫-第二期(4/4),科研設施,科研設施,0.974,科研設施;產業人才培育;資安;生技醫藥與精準醫療;中小（堅）企業輔導,0.974;0.003;0.003;0.002;0.002
CP10501-0051,科學園區創新創業場域及服務推動計畫(1/1),創新創業,創新創業,0.986,創新創業;農業;政策規劃與推動;物聯網;生技醫藥與精準醫療,0.986;0.002;0.002;0.001;0.001
MP10501-0308,低碳排放之無機聚合綠色水泥及混凝土製備研究(2/4),化工材料與循環經濟,化工材料與循環經濟,0.973,化工材料與循環經濟;氣候變遷與減碳;水資源管理;農業;數位轉型與智慧政府,0.973;0.003;0.003;0.002;0.002
CP10301-0016,南部科學工業園區業務推展(1/1),園區管理,園區管理,0.966,園區管理;災害防救;產業人才培育;創新創業;科研計畫補助,0.966;0.004;0.004;0.004;0.003
MP10902-0020,生技醫藥產業創新與國際化推動計畫(2/4),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;產業人才培育;長照與社會福利;工研院與A+;科研設施,0.992;0.001;0.001;0.001;0.001
MP10902-0131,智慧健康雲(1/4),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;長照與社會福利;產業人才培育;工研院與A+;科研設施,0.992;0.001;0.001;0.001;0.001
MP10212-0143,健康資料加值應用雲端化服務計畫(4/4),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;工研院與A+;產業人才培育;長照與社會福利;科研設施,0.992;0.001;0.001;0.001;0.001
MP10605-0004,銀髮智慧健康照護及科技服務創新模式開發計畫(1/4),智慧醫療,智慧醫療,0.939,智慧醫療;國家標準檢驗;長照與社會福利;物聯網;產業人才培育,0.939;0.011;0.008;0.006;0.005
CP10803-0006,園區智慧機器人創新自造基地計畫(4/4),AI、雲端、巨量資料,AI、雲端、巨量資料,0.975,AI、雲端、巨量資料;產業人才培育;虛擬實境;數位轉型與智慧政府;晶片半導體,0.975;0.003;0.003;0.003;0.002
MP10409-0007,加速行動寬頻服務及產業發展計畫(2/3)-研發行動寬頻新興技術,網路通訊/4G/5G/5G+/6G,網路通訊/4G/5G/5G+/6G,0.988,網路通訊/4G/5G/5G+/6G;長照與社會福利;災害防救;國家標準檢驗;產業人才培育,0.988;0.002;0.002;0.002;0.001
CP10305-0003,國家型科技計畫辦公室維運計畫(1/1),政策規劃與推動,政策規劃與推動,0.985,政策規劃與推動;中小（堅）企業輔導;災害防救;創新創業;數位轉型與智慧政府,0.985;0.002;0.002;0.001;0.001
MP10902-0035,資料經濟價值躍升計畫(1/4),AI、雲端、巨量資料,AI、雲端、巨量資料,0.978,AI、雲端、巨量資料;產業人才培育;虛擬實境;數位轉型與智慧政府;晶片半導體,0.978;0.003;0.003;0.003;0.003
MP10212-0132,癌症治療之新穎藥物研發計畫(4/4),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;產業人才培育;長照與社會福利;工研院與A+;文化,0.992;0.001;0.001;0.001;0.001
MP10212-0288,農業科技產業化科技發展綱要計畫(3/4),創新創業,創新創業,0.986,創新創業;農業;政策規劃與推動;物聯網;生技醫藥與精準醫療,0.986;0.002;0.002;0.001;0.001
MP10212-0289,強化生醫產業用畜禽供應及品質提升(4/4),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;產業人才培育;長照與社會福利;工研院與A+;科研設施,0.992;0.001;0.001;0.001;0.001
MP10501-0046,因應貿易自由化加強產業輔導計畫(3/4),中小（堅）企業輔導,中小（堅）企業輔導,0.977,中小（堅）企業輔導;產業人才培育;創新創業;數位轉型與智慧政府;政策規劃與推動,0.977;0.003;0.002;0.002;0.002
MP10902-0130,跨域數位人才加速躍升計畫(1/4),產業人才培育,產業人才培育,0.982,產業人才培育;數位轉型與智慧政府;能源;資安;網路通訊/4G/5G/5G+/6G,0.982;0.003;0.003;0.003;0.002
CP10902-0012,數據智慧應用科技計畫(1/4),數位轉型與智慧政府,數位轉型與智慧政府,0.986,數位轉型與智慧政府;產業人才培育;電商與物流;AI、雲端、巨量資料;物聯網,0.986;0.002;0.001;0.001;0.001
MP1021-0128,管理顧問服務科技發展計畫(2/4),中小（堅）企業輔導,中小（堅）企業輔導,0.977,中小（堅）企業輔導;產業人才培育;創新創業;政策規劃與推動;工研院與A+,0.977;0.003;0.002;0.002;0.002
MP10704-0269,提升偏鄉衛生所(室)及巡迴醫療點網路品質計畫(3/4),網路通訊/4G/5G/5G+/6G;長照與社會福利,網路通訊/4G/5G/5G+/6G;長照與社會福利,0.97;0.954,網路通訊/4G/5G/5G+/6G;長照與社會福利;政策規劃與推動;國家標準檢驗;災害防救,0.97;0.954;0.008;0.007;0.006
MP10401-0053,核設施除役之輻射安全與人員生物劑量評估技術研究(4/4),能源,能源,0.992,能源;國家標準檢驗;產業人才培育;氣候變遷與減碳;農業,0.992;0.002;0.001;0.001;0.001
MP10602-0266,智慧水管理產業創新發展計畫(2/4),水資源管理,水資源管理,0.966,水資源管理;化工材料與循環經濟;災害防救;AI、雲端、巨量資料;自動駕駛,0.966;0.004;0.004;0.004;0.004
CP10601-0043,巨量資料智慧應用研究計畫(3/4),AI、雲端、巨量資料,AI、雲端、巨量資料,0.976,AI、雲端、巨量資料;數位轉型與智慧政府;產業人才培育;晶片半導體;虛擬實境,0.976;0.003;0.003;0.003;0.003
CP1023-0044,海研五號科研儀器建置暨營運計畫(2/4),海洋科技,海洋科技,0.938,海洋科技;太空/衛星;晶片半導體;災害防救;農業,0.938;0.006;0.006;0.006;0.006
MP10212-0147,以醫療科技建構社會保險永續發展藍圖(2/4),長照與社會福利,長照與社會福利,0.975,長照與社會福利;網路通訊/4G/5G/5G+/6G;生技醫藥與精準醫療;政策規劃與推動;智慧醫療,0.975;0.005;0.003;0.003;0.002
CP1023-0053,推動前瞻及應用科技研究(1/1),政策規劃與推動,政策規劃與推動,0.984,政策規劃與推動;中小（堅）企業輔導;災害防救;數位轉型與智慧政府;創新創業,0.984;0.002;0.002;0.001;0.001
MP10602-0318,專利檢索加值服務計畫(3/4),專利與智財,專利與智財,0.963,專利與智財;警政與法務;職安;環境監測與污染防治;政策規劃與推動,0.963;0.004;0.004;0.004;0.003
MP1022-0183,製造業產品碳足跡輔導與推廣計畫(4/4),氣候變遷與減碳,氣候變遷與減碳,0.982,氣候變遷與減碳;能源;化工材料與循環經濟;災害防救;環境監測與污染防治,0.982;0.003;0.002;0.002;0.002
MP10402-0012,健康雲跨領域研究：巨量健康資訊科技之研發與應用(2/4),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;產業人才培育;長照與社會福利;工研院與A+;科研設施,0.992;0.001;0.001;0.001;0.001
MP10401-0235,農糧技術發展綱要計畫(4/4)-創新品種栽培研發，強化新價值鏈農業之發展與競爭力,農業生技,農業生技,0.935,農業生技;農業;創新創業;生技醫藥與精準醫療;文化,0.935;0.01;0.008;0.007;0.007
MP10704-0157,網路購物產業價值升級與環境建構計畫(3/4),電商與物流,電商與物流,0.974,電商與物流;智慧農業;數位轉型與智慧政府;農業;網路通訊/4G/5G/5G+/6G,0.974;0.004;0.003;0.003;0.002
CP1023-0063,神經科學研究計畫(3/6),科研計畫補助,科研計畫補助,0.966,科研計畫補助;人才補助與延攬;科研設施;校園人才培育;太空/衛星,0.966;0.004;0.003;0.003;0.003
CP10501-0001,下世代無線通訊毫米波射頻前端電路設計/製造/量測技術發展(3/4),網路通訊/4G/5G/5G+/6G,網路通訊/4G/5G/5G+/6G,0.985,網路通訊/4G/5G/5G+/6G;長照與社會福利;災害防救;產業人才培育;國家標準檢驗,0.985;0.002;0.002;0.001;0.001
MP10802-0262,先進產業策略性落實計畫(2/4),創新創業,創新創業,0.986,創新創業;農業;政策規劃與推動;物聯網;生技醫藥與精準醫療,0.986;0.002;0.002;0.001;0.001
MP10212-0091,能源國家型科技計畫-自主式分散型區域電力控管技術發展與應用(2/5),能源,能源,0.991,能源;國家標準檢驗;產業人才培育;農業;氣候變遷與減碳,0.991;0.002;0.001;0.001;0.001
CP10304-0001,具時效性科技政策及科技策略會議結論落實推動計畫(1/1),政策規劃與推動,政策規劃與推動,0.984,政策規劃與推動;中小（堅）企業輔導;災害防救;創新創業;數位轉型與智慧政府,0.984;0.002;0.002;0.001;0.001
MP10802-0010,農產品冷鏈保鮮產銷價值鏈核心技術優化(1/4),電商與物流,電商與物流,0.976,電商與物流;智慧農業;數位轉型與智慧政府;農業;網路通訊/4G/5G/5G+/6G,0.976;0.004;0.003;0.003;0.002
MP10902-0292,交通科技管理與技術發展計畫(4/4),政策規劃與推動,政策規劃與推動,0.984,政策規劃與推動;中小（堅）企業輔導;災害防救;創新創業;數位轉型與智慧政府,0.984;0.002;0.002;0.001;0.001
MP10602-0231,服務業結構調整與科技應用規劃計畫(3/4),中小（堅）企業輔導,中小（堅）企業輔導,0.978,中小（堅）企業輔導;產業人才培育;數位轉型與智慧政府;政策規劃與推動;工研院與A+,0.978;0.003;0.002;0.002;0.002
MP10704-0159,新竹生物醫學園區計畫-新竹生醫園區分院(1/5)-108科技預算,生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;長照與社會福利;產業人才培育;科研設施;工研院與A+,0.992;0.001;0.001;0.001;0.001
MP10501-0189,國際合作科技發展綱要計畫(1/4),農業,農業,0.973,農業;電商與物流;能源;氣候變遷與減碳;農業生技,0.973;0.003;0.003;0.003;0.003
MP10802-0089,教育雲：校園數位學習普及服務計畫(4/4),數位學習,數位學習,0.956,數位學習;數位內容;物聯網;自動駕駛;產業人才培育,0.956;0.005;0.004;0.003;0.003
MP10902-0135,健全專利檢索運用環境計畫(4/4),專利與智財,專利與智財,0.963,專利與智財;警政與法務;環境監測與污染防治;職安;政策規劃與推動,0.963;0.004;0.004;0.004;0.003
MP10501-0386,環境奈米科技知識平台維運及知識管理計畫(3/3),環境監測與污染防治,環境監測與污染防治,0.977,環境監測與污染防治;氣候變遷與減碳;國家標準檢驗;長照與社會福利;專利與智財,0.977;0.005;0.003;0.003;0.002
CP10301-0049,實驗動物模式暨轉譯醫學之研究(5/6),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;長照與社會福利;產業人才培育;工研院與A+;文化,0.992;0.001;0.001;0.001;0.001
MP10907-0008,臺灣資安卓越深耕-資安卓越中心計畫(1/5),資安,資安,0.958,資安;產業人才培育;網路通訊/4G/5G/5G+/6G;虛擬實境;警政與法務,0.958;0.009;0.007;0.004;0.004
MP10501-0453,推動中小企業智慧領航拓銷國際計畫(2/4)(2/4),數位轉型與智慧政府,數位轉型與智慧政府,0.985,數位轉型與智慧政府;電商與物流;產業人才培育;物聯網;中小（堅）企業輔導,0.985;0.002;0.002;0.001;0.001
MP10801-0039,前瞻鑑識科技進階計畫(4/4)-奈米毒篩、DNA、紅檜(及扁柏)及步態辨識鑑識提升計畫,警政與法務,警政與法務,0.973,警政與法務;資安;災害防救;專利與智財;物聯網,0.973;0.005;0.003;0.003;0.003
MP10501-0190,農業政策與農民輔導科技發展綱要計畫(1/4),政策規劃與推動,政策規劃與推動,0.985,政策規劃與推動;災害防救;中小（堅）企業輔導;創新創業;數位轉型與智慧政府,0.985;0.002;0.002;0.001;0.001
MP10802-0186,新興輻射安全管制技術與法規精進研究(1/4),災害防救,災害防救,0.992,災害防救;網路通訊/4G/5G/5G+/6G;政策規劃與推動;氣候變遷與減碳;物聯網,0.992;0.002;0.001;0.001;0.001
CP1023-0060,生技類核心設施平台維運計畫(4/4),科研設施,科研設施,0.976,科研設施;產業人才培育;生技醫藥與精準醫療;資安;中小（堅）企業輔導,0.976;0.003;0.003;0.003;0.002
MP10401-0009,強化輻射安全與輻射醫療品質技術之研究(1/4),災害防救,災害防救,0.991,災害防救;網路通訊/4G/5G/5G+/6G;氣候變遷與減碳;政策規劃與推動;物聯網,0.991;0.002;0.001;0.001;0.001
MP10902-0026,原子能系統工程跨域整合發展計畫(第二期)(1/4),能源,能源,0.991,能源;國家標準檢驗;產業人才培育;氣候變遷與減碳;農業,0.991;0.002;0.001;0.001;0.001
MP10802-0204,科技會報跨部會署科發基金計畫(1/1),政策規劃與推動,政策規劃與推動,0.985,政策規劃與推動;災害防救;中小（堅）企業輔導;創新創業;數位轉型與智慧政府,0.985;0.002;0.002;0.001;0.001
MP1022-0180,強化生醫產業用畜禽供應及品質提升(3/4),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;產業人才培育;長照與社會福利;工研院與A+;科研設施,0.992;0.001;0.001;0.001;0.001
MP10902-0188,建立國安及高價值疫苗之產業化中心(1/4),防疫,防疫,0.976,防疫;產業人才培育;資安;災害防救;政策規劃與推動,0.976;0.002;0.002;0.002;0.002
MP1022-0199,農業環境科技發展綱要計畫(2/4),農業,農業,0.974,農業;電商與物流;能源;食品安全與食品科技;農業生技,0.974;0.003;0.003;0.003;0.003
MP10602-0038,協助中小型食品產業升級轉型輔導計畫(3/4),食品安全與食品科技,食品安全與食品科技,0.969,食品安全與食品科技;氣候變遷與減碳;農業;生技醫藥與精準醫療;化工材料與循環經濟,0.969;0.005;0.004;0.003;0.003
MP10212-0208,校園雲端環境建置計畫(2/4),網路通訊/4G/5G/5G+/6G,網路通訊/4G/5G/5G+/6G,0.987,網路通訊/4G/5G/5G+/6G;長照與社會福利;災害防救;產業人才培育;國家標準檢驗,0.987;0.002;0.002;0.002;0.001
MP10802-0205,新及再生能源技術研發(2/3),能源,能源,0.991,能源;國家標準檢驗;產業人才培育;農業;氣候變遷與減碳,0.991;0.002;0.001;0.001;0.001
MP10212-0146,中小企業即時技術輔導計畫(3/4),中小（堅）企業輔導,中小（堅）企業輔導,0.978,中小（堅）企業輔導;產業人才培育;創新創業;政策規劃與推動;數位轉型與智慧政府,0.978;0.003;0.002;0.002;0.002
MP10501-0301,產業用水合理性推估及管理研究計畫(4/4),水資源管理,水資源管理,0.965,水資源管理;化工材料與循環經濟;災害防救;自動駕駛;AI、雲端、巨量資料,0.965;0.004;0.004;0.004;0.003
MP10608-0004,資安旗艦計畫(1/4),資安,資安,0.955,資安;網路通訊/4G/5G/5G+/6G;產業人才培育;政策規劃與推動;科研設施,0.955;0.007;0.007;0.004;0.004
MP10902-0185,數位學習深耕計畫(4/4),數位學習,數位學習,0.951,數位學習;物聯網;自動駕駛;數位內容;AI、雲端、巨量資料,0.951;0.004;0.004;0.003;0.003
MP10902-0141,紡織產業科技發展綱要計畫(2/4),化工材料與循環經濟,化工材料與循環經濟,0.974,化工材料與循環經濟;氣候變遷與減碳;水資源管理;農業;傳統產業高值化,0.974;0.003;0.002;0.002;0.002
MP10902-0238,潛力隱形冠軍智慧加值創新成長計畫(Hidden Champion+2.0)(2/4),創新創業,創新創業,0.987,創新創業;農業;物聯網;政策規劃與推動;中小（堅）企業輔導,0.987;0.002;0.002;0.001;0.001
MP10401-0206,智慧電子產業推動計畫(1/4),智慧顯示器,智慧顯示器,0.937,智慧顯示器;晶片半導體;智慧製造;能源;網路通訊/4G/5G/5G+/6G,0.937;0.008;0.008;0.006;0.006
MP10801-0078,建立農業生產資源及生態環境友善管理新模式(3/4),智慧農業,智慧農業,0.944,智慧農業;電商與物流;網路通訊/4G/5G/5G+/6G;農業;政策規劃與推動,0.944;0.009;0.006;0.006;0.005
MP10501-0412,商業行政資訊雲端應用擴充及效能提升計畫(2/4),數位轉型與智慧政府,數位轉型與智慧政府,0.986,數位轉型與智慧政府;產業人才培育;中小（堅）企業輔導;電商與物流;生技醫藥與精準醫療,0.986;0.002;0.001;0.001;0.001
CP10703-0042,推動科學發展及國際科技合作計畫(1/1),人才補助與延攬,人才補助與延攬,0.97,人才補助與延攬;數位轉型與智慧政府;科研計畫補助;政策規劃與推動;食品安全與食品科技,0.97;0.004;0.004;0.004;0.004
MP10704-0002,議題導向跨領域敘事力培育計畫(1/4),校園人才培育,校園人才培育,0.972,校園人才培育;產業人才培育;人才補助與延攬;政策規劃與推動;網路通訊/4G/5G/5G+/6G,0.972;0.005;0.003;0.003;0.003
